Timestamp,Message
2025-10-27 17:41:10.318329,"Jugador: Disparo a Rival 2 en (8, 1) - Agua"
2025-10-27 17:41:11.119507,"IA 1 (EASY): Disparo a Jugador en (8, 2) - Agua"
2025-10-27 17:41:11.920711,"IA 2 (EASY): Disparo a Rival 1 en (6, 0) - Agua"
2025-10-27 17:41:13.727632,"Jugador: Disparo a Rival 2 en (8, 2) - Agua"
2025-10-27 17:41:14.530350,"IA 1 (EASY): Disparo a Rival 2 en (8, 8) - Agua"
2025-10-27 17:41:15.331744,"IA 2 (EASY): Disparo a Jugador en (2, 7) - Tocado"
2025-10-27 17:41:18.096361,"Jugador: Disparo a Rival 2 en (8, 3) - Agua"
2025-10-27 17:41:18.898617,"IA 1 (EASY): Disparo a Jugador en (7, 8) - Agua"
2025-10-27 17:41:19.701075,"IA 2 (EASY): Disparo a Rival 1 en (2, 0) - Agua"
2025-10-27 17:41:27.121866,"Jugador: Disparo a Rival 2 en (8, 9) - Agua"
2025-10-27 17:41:27.923352,"IA 1 (EASY): Disparo a Jugador en (5, 6) - Agua"
2025-10-27 17:41:28.724593,"IA 2 (EASY): Disparo a Jugador en (5, 5) - Agua"
2025-10-27 17:41:29.837542,"Jugador: Disparo a Rival 2 en (2, 2) - Agua"
2025-10-27 17:41:30.640141,"IA 1 (EASY): Disparo a Jugador en (6, 2) - Agua"
2025-10-27 17:41:31.442006,"IA 2 (EASY): Disparo a Rival 1 en (6, 9) - Agua"
2025-10-27 17:41:32.007260,"Jugador: Disparo a Rival 2 en (2, 1) - Agua"
2025-10-27 17:41:32.808462,"IA 1 (EASY): Disparo a Rival 2 en (2, 7) - Agua"
2025-10-27 17:41:33.610913,"IA 2 (EASY): Disparo a Rival 1 en (0, 4) - Agua"
2025-10-27 17:41:34.634641,"Jugador: Disparo a Rival 2 en (8, 0) - Agua"
2025-10-27 17:41:35.434924,"IA 1 (EASY): Disparo a Jugador en (3, 1) - Agua"
2025-10-27 17:41:36.238568,"IA 2 (EASY): Disparo a Rival 1 en (8, 0) - Agua"
2025-10-27 17:41:37.118811,"Jugador: Disparo a Rival 2 en (8, 4) - Agua"
2025-10-27 17:41:37.921115,"IA 1 (EASY): Disparo a Jugador en (9, 7) - Agua"
2025-10-27 17:41:38.722071,"IA 2 (EASY): Disparo a Jugador en (4, 2) - Tocado"
2025-10-27 17:41:50.942336,"Jugador: Disparo a Rival 2 en (6, 2) - Tocado"
2025-10-27 17:41:51.743503,"IA 1 (EASY): Disparo a Rival 2 en (4, 8) - Agua"
2025-10-27 17:41:52.543651,"IA 2 (EASY): Disparo a Rival 1 en (0, 0) - Agua"
2025-10-27 17:41:53.010286,"Jugador: Disparo a Rival 2 en (5, 2) - Hundido"
2025-10-27 17:41:53.811230,"IA 1 (EASY): Disparo a Jugador en (1, 3) - Agua"
2025-10-27 17:41:54.613296,"IA 2 (EASY): Disparo a Jugador en (2, 0) - Agua"
2025-10-27 17:42:02.455276,"Jugador: Disparo a Rival 1 en (0, 7) - Hundido"
2025-10-27 17:42:02.456284,"Fin de partida: Ganador: Jugador, Puntuación Jugador: 34, Puntuación IA: 5"
2025-10-27 17:43:11.638898,"Partida iniciada: Dificultad: VERY HARD, Modo barcos: NORMAL, Rivales: 2"
2025-10-27 17:43:13.500641,"Jugador: Disparo a Rival 1 en (3, 2) - Agua"
2025-10-27 17:43:14.302912,"IA 1 (VERY HARD): Disparo a Jugador en (1, 6) - Tocado"
2025-10-27 17:43:15.103030,"IA 2 (VERY HARD): Disparo a Jugador en (2, 0) - Agua"
2025-10-27 17:43:20.922465,"Jugador: Disparo a Rival 1 en (4, 2) - Agua"
2025-10-27 17:43:21.723291,"IA 1 (VERY HARD): Disparo a Jugador en (0, 6) - Tocado"
2025-10-27 17:43:22.523297,"IA 2 (VERY HARD): Disparo a Jugador en (8, 1) - Agua"
2025-10-27 17:43:42.827556,"Jugador: Disparo a Rival 1 en (5, 2) - Tocado"
2025-10-27 17:43:43.629085,"IA 1 (VERY HARD): Disparo a Jugador en (2, 6) - Hundido"
2025-10-27 17:43:44.431443,"IA 2 (VERY HARD): Disparo a Jugador en (2, 3) - Agua"
2025-10-27 17:43:47.223005,"Jugador: Disparo a Rival 1 en (6, 2) - Tocado"
2025-10-27 17:43:48.025788,"IA 1 (VERY HARD): Disparo a Jugador en (3, 2) - Agua"
2025-10-27 17:43:48.827911,"IA 2 (VERY HARD): Disparo a Jugador en (4, 4) - Agua"
2025-10-27 17:43:49.844821,"Jugador: Disparo a Rival 1 en (7, 2) - Tocado"
2025-10-27 17:43:50.646847,"IA 1 (VERY HARD): Disparo a Jugador en (0, 3) - Agua"
2025-10-27 17:43:51.446860,"IA 2 (VERY HARD): Disparo a Jugador en (0, 2) - Tocado"
2025-10-27 17:43:52.479262,"Jugador: Disparo a Rival 1 en (8, 2) - Tocado"
2025-10-27 17:43:53.281019,"IA 1 (VERY HARD): Disparo a Jugador en (2, 1) - Agua"
2025-10-27 17:43:54.081172,"IA 2 (VERY HARD): Disparo a Jugador en (1, 2) - Agua"
2025-10-27 17:43:54.816755,"Jugador: Disparo a Rival 1 en (9, 2) - Hundido"
2025-10-27 17:43:55.617822,"IA 1 (VERY HARD): Disparo a Jugador en (3, 9) - Tocado"
2025-10-27 17:43:56.418750,"IA 2 (VERY HARD): Disparo a Jugador en (0, 1) - Hundido"
2025-10-27 17:44:00.950511,"Jugador: Disparo a Rival 1 en (4, 5) - Agua"
2025-10-27 17:44:01.754438,"IA 1 (VERY HARD): Disparo a Jugador en (2, 9) - Tocado"
2025-10-27 17:44:02.556865,"IA 2 (VERY HARD): Disparo a Jugador en (8, 2) - Agua"
2025-10-27 17:44:03.561783,"Jugador: Disparo a Rival 1 en (3, 5) - Agua"
2025-10-27 17:44:04.361944,"IA 1 (VERY HARD): Disparo a Jugador en (1, 9) - Tocado"
2025-10-27 17:44:05.163270,"IA 2 (VERY HARD): Disparo a Jugador en (4, 0) - Agua"
2025-10-27 17:44:06.478952,"Jugador: Disparo a Rival 1 en (2, 5) - Agua"
2025-10-27 17:44:07.280332,"IA 1 (VERY HARD): Disparo a Jugador en (0, 9) - Hundido"
2025-10-27 17:44:08.081001,"IA 2 (VERY HARD): Disparo a Jugador en (0, 0) - Agua"
2025-10-27 17:44:12.481106,"Jugador: Disparo a Rival 1 en (5, 5) - Agua"
2025-10-27 17:44:13.283071,"IA 1 (VERY HARD): Disparo a Jugador en (9, 4) - Agua"
2025-10-27 17:44:14.085789,"IA 2 (VERY HARD): Disparo a Jugador en (9, 0) - Agua"
2025-10-27 17:44:14.553437,"Jugador: Disparo a Rival 1 en (7, 5) - Agua"
2025-10-27 17:44:15.355530,"IA 1 (VERY HARD): Disparo a Jugador en (3, 6) - Agua"
2025-10-27 17:44:16.156706,"IA 2 (VERY HARD): Disparo a Jugador en (6, 1) - Agua"
2025-10-27 17:44:17.369989,"Jugador: Disparo a Rival 1 en (7, 7) - Tocado"
2025-10-27 17:44:18.170129,"IA 1 (VERY HARD): Disparo a Jugador en (3, 5) - Agua"
2025-10-27 17:44:18.970908,"IA 2 (VERY HARD): Disparo a Jugador en (7, 6) - Agua"
2025-10-27 17:44:19.529903,"Jugador: Disparo a Rival 1 en (6, 7) - Tocado"
2025-10-27 17:44:20.331962,"IA 1 (VERY HARD): Disparo a Jugador en (6, 5) - Tocado"
2025-10-27 17:44:21.132485,"IA 2 (VERY HARD): Disparo a Jugador en (2, 8) - Agua"
2025-10-27 17:44:21.966123,"Jugador: Disparo a Rival 1 en (5, 7) - Tocado"
2025-10-27 17:44:22.766570,"IA 1 (VERY HARD): Disparo a Jugador en (5, 5) - Tocado"
2025-10-27 17:44:23.567730,"IA 2 (VERY HARD): Disparo a Jugador en (6, 9) - Agua"
2025-10-27 17:44:24.301379,"Jugador: Disparo a Rival 1 en (4, 7) - Hundido"
2025-10-27 17:44:25.102562,"IA 1 (VERY HARD): Disparo a Jugador en (4, 5) - Tocado"
2025-10-27 17:44:25.903844,"IA 2 (VERY HARD): Disparo a Jugador en (8, 3) - Agua"
2025-10-27 17:44:28.601671,"Jugador: Disparo a Rival 1 en (0, 2) - Agua"
2025-10-27 17:44:29.401969,"IA 1 (VERY HARD): Disparo a Jugador en (7, 5) - Tocado"
2025-10-27 17:44:30.204485,"IA 2 (VERY HARD): Disparo a Jugador en (6, 7) - Agua"
2025-10-27 17:44:32.088447,"Jugador: Disparo a Rival 1 en (0, 3) - Agua"
2025-10-27 17:44:32.890312,"IA 1 (VERY HARD): Disparo a Jugador en (6, 4) - Agua"
2025-10-27 17:44:33.691640,"IA 2 (VERY HARD): Disparo a Jugador en (1, 4) - Agua"
2025-10-27 17:44:40.740974,"Jugador: Disparo a Rival 1 en (0, 5) - Agua"
2025-10-27 17:44:41.542226,"IA 1 (VERY HARD): Disparo a Jugador en (6, 6) - Agua"
2025-10-27 17:44:42.342749,"IA 2 (VERY HARD): Disparo a Jugador en (5, 9) - Agua"
2025-10-27 17:44:43.310270,"Jugador: Disparo a Rival 1 en (0, 6) - Agua"
2025-10-27 17:44:44.112636,"IA 1 (VERY HARD): Disparo a Jugador en (8, 6) - Agua"
2025-10-27 17:44:44.912787,"IA 2 (VERY HARD): Disparo a Jugador en (1, 8) - Agua"
2025-10-27 17:44:46.493114,"Jugador: Disparo a Rival 1 en (0, 7) - Agua"
2025-10-27 17:44:47.294024,"IA 1 (VERY HARD): Disparo a Jugador en (4, 3) - Agua"
2025-10-27 17:44:48.095309,"IA 2 (VERY HARD): Disparo a Jugador en (7, 2) - Tocado"
2025-10-27 17:44:49.801062,"Jugador: Disparo a Rival 1 en (9, 5) - Agua"
2025-10-27 17:44:50.603362,"IA 1 (VERY HARD): Disparo a Jugador en (7, 9) - Agua"
2025-10-27 17:44:51.405735,"IA 2 (VERY HARD): Disparo a Jugador en (6, 2) - Tocado"
2025-10-27 17:44:52.224433,"Jugador: Disparo a Rival 1 en (9, 4) - Agua"
2025-10-27 17:44:53.026552,"IA 1 (VERY HARD): Disparo a Jugador en (8, 7) - Agua"
2025-10-27 17:44:53.826600,"IA 2 (VERY HARD): Disparo a Jugador en (5, 2) - Hundido"
2025-10-27 17:45:01.766052,"Jugador: Disparo a Rival 1 en (9, 8) - Tocado"
2025-10-27 17:45:02.567251,"IA 1 (VERY HARD): Disparo a Jugador en (7, 8) - Agua"
2025-10-27 17:45:03.369154,"IA 2 (VERY HARD): Disparo a Jugador en (3, 4) - Agua"
2025-10-27 17:45:04.085608,"Jugador: Disparo a Rival 1 en (9, 9) - Agua"
2025-10-27 17:45:04.887521,"IA 1 (VERY HARD): Disparo a Jugador en (1, 0) - Agua"
2025-10-27 17:45:05.688192,"IA 2 (VERY HARD): Disparo a Jugador en (8, 0) - Agua"
2025-10-27 17:45:06.357634,"Jugador: Disparo a Rival 1 en (9, 7) - Hundido"
2025-10-27 17:45:07.158604,"IA 1 (VERY HARD): Disparo a Jugador en (7, 3) - Agua"
2025-10-27 17:45:07.958729,"IA 2 (VERY HARD): Disparo a Jugador en (8, 5) - Hundido"
2025-10-27 17:45:07.959764,"Fin de partida: Ganador: IA, Puntuación Jugador: 11, Puntuación IA: 17"
2025-10-27 17:45:23.303840,"Partida iniciada: Dificultad: VERY HARD, Modo barcos: NORMAL, Rivales: 3"
2025-10-27 17:45:40.803200,"Jugador: Disparo a Rival 1 en (4, 4) - Agua"
2025-10-27 17:45:41.605271,"IA 1 (VERY HARD): Disparo a Jugador en (7, 3) - Tocado"
2025-10-27 17:45:42.406086,"IA 2 (VERY HARD): Disparo a Jugador en (6, 8) - Agua"
2025-10-27 17:45:43.206149,"IA 3 (VERY HARD): Disparo a Jugador en (6, 6) - Agua"
2025-10-27 17:45:44.675021,"Jugador: Disparo a Rival 1 en (5, 3) - Agua"
2025-10-27 17:45:45.476276,"IA 1 (VERY HARD): Disparo a Jugador en (6, 3) - Agua"
2025-10-27 17:45:46.279576,"IA 2 (VERY HARD): Disparo a Jugador en (1, 0) - Tocado"
2025-10-27 17:45:47.080128,"IA 3 (VERY HARD): Disparo a Jugador en (1, 9) - Agua"
2025-10-27 17:45:48.233117,"Jugador: Disparo a Rival 1 en (3, 3) - Agua"
2025-10-27 17:45:49.034290,"IA 1 (VERY HARD): Disparo a Jugador en (8, 3) - Agua"
2025-10-27 17:45:49.835463,"IA 2 (VERY HARD): Disparo a Jugador en (0, 0) - Agua"
2025-10-27 17:45:50.637585,"IA 3 (VERY HARD): Disparo a Jugador en (1, 3) - Agua"
2025-10-27 17:45:52.258903,"Jugador: Disparo a Rival 1 en (6, 4) - Agua"
2025-10-27 17:45:53.061000,"IA 1 (VERY HARD): Disparo a Jugador en (7, 2) - Agua"
2025-10-27 17:45:53.862325,"IA 2 (VERY HARD): Disparo a Jugador en (2, 0) - Agua"
2025-10-27 17:45:54.662829,"IA 3 (VERY HARD): Disparo a Jugador en (6, 9) - Agua"
2025-10-27 17:45:55.858381,"Jugador: Disparo a Rival 1 en (8, 4) - Tocado"
2025-10-27 17:45:56.659848,"IA 1 (VERY HARD): Disparo a Jugador en (7, 4) - Tocado"
2025-10-27 17:45:57.461010,"IA 2 (VERY HARD): Disparo a Jugador en (1, 1) - Tocado"
2025-10-27 17:45:58.262173,"IA 3 (VERY HARD): Disparo a Jugador en (1, 5) - Tocado"
2025-10-27 17:45:59.874883,"Jugador: Disparo a Rival 1 en (8, 3) - Agua"
2025-10-27 17:46:00.676154,"IA 1 (VERY HARD): Disparo a Jugador en (6, 4) - Agua"
2025-10-27 17:46:01.476256,"IA 2 (VERY HARD): Disparo a Jugador en (0, 1) - Agua"
2025-10-27 17:46:02.279021,"IA 3 (VERY HARD): Disparo a Jugador en (0, 5) - Hundido"
2025-10-27 17:46:04.761855,"Jugador: Disparo a Rival 1 en (8, 5) - Tocado"
2025-10-27 17:46:05.563140,"IA 1 (VERY HARD): Disparo a Jugador en (8, 4) - Agua"
2025-10-27 17:46:06.364355,"IA 2 (VERY HARD): Disparo a Jugador en (2, 1) - Agua"
2025-10-27 17:46:07.165543,"IA 3 (VERY HARD): Disparo a Jugador en (5, 2) - Agua"
2025-10-27 17:46:08.387271,"Jugador: Disparo a Rival 1 en (8, 6) - Tocado"
2025-10-27 17:46:09.188417,"IA 1 (VERY HARD): Disparo a Jugador en (7, 5) - Tocado"
2025-10-27 17:46:09.990066,"IA 2 (VERY HARD): Disparo a Jugador en (1, 2) - Hundido"
2025-10-27 17:46:10.791370,"IA 3 (VERY HARD): Disparo a Jugador en (9, 5) - Agua"
2025-10-27 17:46:11.282290,"Jugador: Disparo a Rival 1 en (8, 7) - Tocado"
2025-10-27 17:46:12.082404,"IA 1 (VERY HARD): Disparo a Jugador en (6, 5) - Agua"
2025-10-27 17:46:12.885391,"IA 2 (VERY HARD): Disparo a Jugador en (8, 7) - Agua"
2025-10-27 17:46:13.686372,"IA 3 (VERY HARD): Disparo a Jugador en (4, 4) - Agua"
2025-10-27 17:46:14.562672,"Jugador: Disparo a Rival 1 en (8, 8) - Hundido"
2025-10-27 17:46:15.365061,"IA 1 (VERY HARD): Disparo a Jugador en (8, 5) - Agua"
2025-10-27 17:46:16.166416,"IA 2 (VERY HARD): Disparo a Jugador en (2, 6) - Agua"
2025-10-27 17:46:16.967508,"IA 3 (VERY HARD): Disparo a Jugador en (0, 7) - Agua"
2025-10-27 17:46:20.746169,"Jugador: Disparo a Rival 1 en (6, 6) - Agua"
2025-10-27 17:46:21.548936,"IA 1 (VERY HARD): Disparo a Jugador en (7, 6) - Tocado"
2025-10-27 17:46:22.350227,"IA 2 (VERY HARD): Disparo a Jugador en (4, 6) - Agua"
2025-10-27 17:46:23.150330,"IA 3 (VERY HARD): Disparo a Jugador en (0, 2) - Agua"
2025-10-27 17:46:23.156015,"Jugador: Disparo a Rival 1 en (5, 6) - Agua"
2025-10-27 17:46:23.957226,"IA 1 (VERY HARD): Disparo a Jugador en (8, 6) - Agua"
2025-10-27 17:46:24.759163,"IA 2 (VERY HARD): Disparo a Jugador en (4, 2) - Agua"
2025-10-27 17:46:25.560922,"IA 3 (VERY HARD): Disparo a Jugador en (0, 3) - Agua"
2025-10-27 17:46:26.862053,"Jugador: Disparo a Rival 1 en (4, 6) - Agua"
2025-10-27 17:46:27.662491,"IA 1 (VERY HARD): Disparo a Jugador en (7, 7) - Hundido"
2025-10-27 17:46:28.465192,"IA 2 (VERY HARD): Disparo a Jugador en (0, 8) - Agua"
2025-10-27 17:46:29.266654,"IA 3 (VERY HARD): Disparo a Jugador en (5, 3) - Agua"
2025-10-27 17:46:29.836509,"Jugador: Disparo a Rival 1 en (3, 6) - Tocado"
2025-10-27 17:46:30.638257,"IA 1 (VERY HARD): Disparo a Jugador en (5, 0) - Agua"
2025-10-27 17:46:31.439689,"IA 2 (VERY HARD): Disparo a Jugador en (4, 7) - Agua"
2025-10-27 17:46:32.241764,"IA 3 (VERY HARD): Disparo a Jugador en (3, 9) - Agua"
2025-10-27 17:46:33.230965,"Jugador: Disparo a Rival 1 en (2, 6) - Agua"
2025-10-27 17:46:34.032609,"IA 1 (VERY HARD): Disparo a Jugador en (3, 4) - Tocado"
2025-10-27 17:46:34.833931,"IA 2 (VERY HARD): Disparo a Jugador en (8, 1) - Agua"
2025-10-27 17:46:35.635109,"IA 3 (VERY HARD): Disparo a Jugador en (7, 0) - Agua"
2025-10-27 17:46:36.997548,"Jugador: Disparo a Rival 1 en (3, 5) - Tocado"
2025-10-27 17:46:37.799214,"IA 1 (VERY HARD): Disparo a Jugador en (2, 4) - Agua"
2025-10-27 17:46:38.599879,"IA 2 (VERY HARD): Disparo a Jugador en (9, 0) - Agua"
2025-10-27 17:46:39.400993,"IA 3 (VERY HARD): Disparo a Jugador en (6, 1) - Agua"
2025-10-27 17:46:40.012611,"Jugador: Disparo a Rival 1 en (3, 7) - Tocado"
2025-10-27 17:46:40.813800,"IA 1 (VERY HARD): Disparo a Jugador en (3, 3) - Tocado"
2025-10-27 17:46:41.615811,"IA 2 (VERY HARD): Disparo a Jugador en (5, 4) - Agua"
2025-10-27 17:46:42.417691,"IA 3 (VERY HARD): Disparo a Jugador en (1, 6) - Agua"
2025-10-27 17:46:43.731245,"Jugador: Disparo a Rival 1 en (3, 8) - Hundido"
2025-10-27 17:46:44.532281,"IA 1 (VERY HARD): Disparo a Jugador en (3, 5) - Tocado"
2025-10-27 17:46:45.334944,"IA 2 (VERY HARD): Disparo a Jugador en (9, 1) - Agua"
2025-10-27 17:46:46.135540,"IA 3 (VERY HARD): Disparo a Jugador en (2, 8) - Agua"
2025-10-27 17:46:48.767175,"Jugador: Disparo a Rival 1 en (4, 1) - Tocado"
2025-10-27 17:46:49.568456,"IA 1 (VERY HARD): Disparo a Jugador en (3, 7) - Tocado"
2025-10-27 17:46:50.369894,"IA 2 (VERY HARD): Disparo a Jugador en (9, 2) - Agua"
2025-10-27 17:46:51.171206,"IA 3 (VERY HARD): Disparo a Jugador en (1, 7) - Tocado"
2025-10-27 17:46:52.600161,"Jugador: Disparo a Rival 1 en (5, 1) - Agua"
2025-10-27 17:46:53.401413,"IA 1 (VERY HARD): Disparo a Jugador en (2, 3) - Agua"
2025-10-27 17:46:54.202572,"IA 2 (VERY HARD): Disparo a Jugador en (5, 5) - Agua"
2025-10-27 17:46:55.004723,"IA 3 (VERY HARD): Disparo a Jugador en (2, 7) - Hundido"
2025-10-27 17:46:56.597973,"Jugador: Disparo a Rival 1 en (3, 1) - Agua"
2025-10-27 17:46:57.398099,"IA 1 (VERY HARD): Disparo a Jugador en (4, 3) - Agua"
2025-10-27 17:46:58.200576,"IA 2 (VERY HARD): Disparo a Jugador en (5, 6) - Agua"
2025-10-27 17:46:59.001850,"IA 3 (VERY HARD): Disparo a Jugador en (6, 0) - Agua"
2025-10-27 17:46:59.769788,"Jugador: Disparo a Rival 1 en (4, 0) - Tocado"
2025-10-27 17:47:00.571033,"IA 1 (VERY HARD): Disparo a Jugador en (3, 2) - Hundido"
2025-10-27 17:47:00.572031,"Fin de partida: Ganador: IA, Puntuación Jugador: 9, Puntuación IA: 17"
2025-10-27 17:49:29.828102,"Partida iniciada: Dificultad: VERY HARD, Modo barcos: NORMAL, Rivales: 3"
2025-10-27 17:49:34.221492,"Jugador: Disparo a Rival 1 en (3, 3) - Agua"
2025-10-27 17:49:35.025251,"IA 1 (VERY HARD): Disparo a Rival 3 en (7, 5) - Agua"
2025-10-27 17:49:35.826297,"IA 2 (VERY HARD): Disparo a Rival 3 en (8, 1) - Agua"
2025-10-27 17:49:36.629528,"IA 3 (VERY HARD): Disparo a Rival 2 en (1, 6) - Tocado"
2025-10-27 17:54:13.680678,"Partida iniciada: Dificultad: VERY HARD, Modo barcos: NORMAL, Rivales: 3"
2025-10-27 17:56:42.289053,"Partida iniciada: Dificultad: VERY HARD, Modo barcos: NORMAL, Rivales: 3"
2025-10-27 17:56:58.029525,"Jugador: Disparo a Rival 1 en (2, 2) - Agua"
2025-10-27 17:56:58.830213,"IA 1 (VERY HARD): Disparo a Jugador en (2, 9) - Agua"
2025-10-27 17:56:59.632292,"IA 2 (VERY HARD): Disparo a Rival 3 en (1, 9) - Agua"
2025-10-27 17:57:00.433625,"IA 3 (VERY HARD): Disparo a Rival 2 en (5, 7) - Agua"
2025-10-27 17:57:04.793783,"Jugador: Disparo a Rival 1 en (5, 2) - Tocado"
2025-10-27 17:57:05.596140,"IA 1 (VERY HARD): Disparo a Rival 3 en (1, 5) - Agua"
2025-10-27 17:57:06.397823,"IA 2 (VERY HARD): Disparo a Rival 1 en (6, 2) - Agua"
2025-10-27 17:57:07.199171,"IA 3 (VERY HARD): Disparo a Jugador en (1, 2) - Agua"
2025-10-27 17:57:21.879809,"Partida iniciada: Dificultad: VERY HARD, Modo barcos: NORMAL, Rivales: 1"
2025-10-27 18:02:06.819711,"Partida iniciada: Dificultad: VERY HARD, Modo barcos: NORMAL, Rivales: 3"
2025-10-27 18:04:06.913684,"Partida iniciada: Dificultad: VERY HARD, Modo barcos: NORMAL, Rivales: 3"
2025-10-27 18:04:11.009802,"Jugador: Disparo a Rival 1 en (2, 1) - Agua"
2025-10-27 18:04:11.811476,"IA 1 (VERY HARD): Disparo a Rival 2 en (3, 5) - Agua"
2025-10-27 18:04:12.613087,"IA 2 (VERY HARD): Disparo a Jugador en (4, 4) - Agua"
2025-10-27 18:04:13.414200,"IA 3 (VERY HARD): Disparo a Jugador en (7, 9) - Tocado"
2025-10-27 18:05:18.126229,"Partida iniciada: Dificultad: HARD, Modo barcos: NORMAL, Rivales: 1"
2025-10-27 18:06:19.192120,"Partida iniciada: Dificultad: NORMAL, Modo barcos: NORMAL, Rivales: 1"
2025-10-27 18:06:41.839481,"Partida iniciada: Dificultad: HARD, Modo barcos: NORMAL, Rivales: 1"
2025-10-27 18:06:55.037109,"Partida iniciada: Dificultad: HARD, Modo barcos: NORMAL, Rivales: 1"
2025-10-27 18:07:10.553886,"Partida iniciada: Dificultad: VERY HARD, Modo barcos: NORMAL, Rivales: 1"
2025-10-27 18:07:21.509897,"Partida iniciada: Dificultad: NORMAL, Modo barcos: NORMAL, Rivales: 1"
2025-10-27 18:08:21.508275,"Partida iniciada: Dificultad: VERY HARD, Modo barcos: NORMAL, Rivales: 1"
2025-10-27 18:08:35.360770,"Partida iniciada: Dificultad: HARD, Modo barcos: NORMAL, Rivales: 1"
2025-10-27 18:09:36.135588,"Partida iniciada: Dificultad: NORMAL, Modo barcos: NORMAL, Rivales: 1"
2025-10-27 18:09:48.298221,"Partida iniciada: Dificultad: HARD, Modo barcos: NORMAL, Rivales: 1"
2025-10-27 18:11:13.333293,"Partida iniciada: Dificultad: HARD, Modo barcos: NORMAL, Rivales: 1"
2025-10-27 18:12:02.013704,"Partida iniciada: Dificultad: HARD, Modo barcos: NORMAL, Rivales: 1"
2025-10-27 18:12:05.181171,"Jugador: Disparo a Rival 1 en (2, 1) - Agua"
2025-10-27 18:12:05.982808,"IA 1 (HARD): Disparo a Jugador en (8, 6) - Agua"
2025-10-27 18:12:07.015749,"Jugador: Disparo a Rival 1 en (4, 2) - Tocado"
2025-10-27 18:12:07.816819,"IA 1 (HARD): Disparo a Jugador en (6, 8) - Agua"
2025-10-27 18:12:11.201158,"Partida iniciada: Dificultad: VERY HARD, Modo barcos: NORMAL, Rivales: 3"
2025-10-27 18:12:11.611118,"Jugador: Disparo a Rival 1 en (4, 1) - Agua"
2025-10-27 18:12:12.412139,"IA 1 (VERY HARD): Disparo a Rival 3 en (4, 0) - Agua"
2025-10-27 18:12:13.214003,"IA 2 (VERY HARD): Disparo a Rival 1 en (9, 4) - Agua"
2025-10-27 18:12:14.016028,"IA 3 (VERY HARD): Disparo a Rival 2 en (3, 1) - Agua"
2025-10-27 18:12:17.096094,"Jugador: Disparo a Rival 1 en (4, 3) - Agua"
2025-10-27 18:12:17.896224,"IA 1 (VERY HARD): Disparo a Rival 3 en (2, 3) - Agua"
2025-10-27 18:12:18.696960,"IA 2 (VERY HARD): Disparo a Jugador en (5, 5) - Agua"
2025-10-27 18:12:19.498514,"IA 3 (VERY HARD): Disparo a Jugador en (8, 5) - Tocado"
2025-10-27 18:13:03.781658,"Partida iniciada: Dificultad: NORMAL, Modo barcos: NORMAL, Rivales: 1"
2025-10-27 18:13:04.775104,"Jugador: Disparo a Rival 1 en (2, 2) - Agua"
2025-10-27 18:13:05.576636,"IA 1 (NORMAL): Disparo a Jugador en (8, 0) - Agua"
2025-10-27 18:13:08.723987,"Jugador: Disparo a Rival 1 en (6, 4) - Agua"
2025-10-27 18:13:09.525547,"IA 1 (NORMAL): Disparo a Jugador en (3, 1) - Agua"
2025-10-27 18:13:10.713376,"Partida iniciada: Dificultad: VERY HARD, Modo barcos: NORMAL, Rivales: 1"
2025-10-27 18:13:11.063430,"Jugador: Disparo a Rival 1 en (6, 3) - Agua"
2025-10-27 18:13:11.863657,"IA 1 (VERY HARD): Disparo a Jugador en (9, 6) - Agua"
2025-10-27 18:13:14.045069,"Partida iniciada: Dificultad: VERY HARD, Modo barcos: NORMAL, Rivales: 3"
2025-10-27 18:13:14.412025,"Jugador: Disparo a Rival 1 en (5, 2) - Agua"
2025-10-27 18:13:15.213142,"IA 1 (VERY HARD): Disparo a Jugador en (8, 7) - Agua"
2025-10-27 18:13:16.014324,"IA 2 (VERY HARD): Disparo a Rival 1 en (5, 4) - Agua"
2025-10-27 18:13:16.815103,"IA 3 (VERY HARD): Disparo a Rival 2 en (1, 3) - Agua"
2025-10-27 18:13:51.492774,"Partida iniciada: Dificultad: VERY HARD, Modo barcos: NORMAL, Rivales: 3"
2025-10-27 18:13:52.315508,"Jugador: Disparo a Rival 1 en (5, 2) - Agua"
2025-10-27 18:13:53.117698,"IA 1 (VERY HARD): Disparo a Rival 3 en (8, 6) - Agua"
2025-10-27 18:13:53.920533,"IA 2 (VERY HARD): Disparo a Rival 3 en (6, 6) - Agua"
2025-10-27 18:13:54.722964,"IA 3 (VERY HARD): Disparo a Rival 2 en (1, 5) - Agua"
2025-10-27 18:15:15.230811,"Partida iniciada: Dificultad: VERY HARD, Modo barcos: NORMAL, Rivales: 3"
2025-10-27 18:15:16.904544,"Jugador: Disparo a Rival 1 en (3, 2) - Agua"
2025-10-27 18:15:17.708032,"IA 1 (VERY HARD): Disparo a Jugador en (8, 2) - Agua"
2025-10-27 18:15:18.509941,"IA 2 (VERY HARD): Disparo a Rival 3 en (1, 0) - Agua"
2025-10-27 18:15:19.311327,"IA 3 (VERY HARD): Disparo a Rival 1 en (7, 3) - Agua"
2025-10-27 18:15:34.052575,"Partida iniciada: Dificultad: HARD, Modo barcos: NORMAL, Rivales: 3"
2025-10-27 18:15:34.818865,"Jugador: Disparo a Rival 1 en (2, 2) - Tocado"
